0.000000,
95529392.000000,
195482556.000000,
290628036.000000,
386744094.000000,
477483449.000000,
582845854.000000,
663693227.000000,
768715789.000000,
866677626.000000,
955862249.000000,
1069911103.000000,
1148288033.000000,
1259838980.000000,
1362539613.000000,
1463862649.000000,
1559325736.000000,
1662083949.000000,
1735224021.000000,
1836398027.000000,
1963397930.000000,
2067048740.000000,
2195886665.000000,
2279909343.000000,
2396491329.000000,
2496608144.000000,
2605124743.000000,
2714375162.000000,
2825544535.000000,
2932576595.000000,
3061437857.000000,
3173660397.000000,
3262910450.000000,
3398173998.000000,
3496887161.000000,
3613026035.000000,
3736719013.000000,
3870713602.000000,
3944678855.000000,
4081513758.000000,
4208547130.000000,
4329193220.000000,
4475483074.000000,
4578118099.000000,
4725985608.000000,
4858775089.000000,
4965649141.000000,
5090367464.000000,
5247050930.000000,
5381804501.000000,
5540845030.000000,
