0.000000,
120705850.000000,
230176098.000000,
360882250.000000,
475362795.000000,
587520040.000000,
708133113.000000,
814184368.000000,
938315913.000000,
1059816680.000000,
1180369044.000000,
1303446405.000000,
1415980245.000000,
1519334434.000000,
1659012394.000000,
1774825135.000000,
1882974823.000000,
1992502555.000000,
2110389323.000000,
2225918995.000000,
2362178430.000000,
2464234883.000000,
2587725103.000000,
2731599282.000000,
2840844772.000000,
2968333380.000000,
3080591921.000000,
3200576860.000000,
3298783966.000000,
3459941344.000000,
3563034707.000000,
3697310456.000000,
3796960743.000000,
3923167544.000000,
4045821553.000000,
4156946916.000000,
4291640838.000000,
4408806606.000000,
4509443167.000000,
4640870479.000000,
4774506572.000000,
4880361689.000000,
5020821293.000000,
5125839497.000000,
5244416891.000000,
5367178204.000000,
5489779352.000000,
5634296173.000000,
5734482059.000000,
5877365234.000000,
5960771315.000000,
