0.000000,
119325507.000000,
246042639.000000,
362535508.000000,
491739765.000000,
616644658.000000,
752794455.000000,
860544072.000000,
985032743.000000,
1110751142.000000,
1251790557.000000,
1359856935.000000,
1484720666.000000,
1607109374.000000,
1738050794.000000,
1857047220.000000,
2000834143.000000,
2132665847.000000,
2259280156.000000,
2384477520.000000,
2517012998.000000,
2652835149.000000,
2778665003.000000,
2911068891.000000,
3047990245.000000,
3166344538.000000,
3310455408.000000,
3452012794.000000,
3563664316.000000,
3694958827.000000,
3881584811.000000,
3976603680.000000,
4128852289.000000,
4256042360.000000,
4436651381.000000,
4565599597.000000,
4696281247.000000,
4863371207.000000,
4991947403.000000,
5162781483.000000,
5309727913.000000,
5445663856.000000,
5604171633.000000,
5763284524.000000,
5901376271.000000,
6095379832.000000,
6258691571.000000,
6417056174.000000,
6585059810.000000,
6767961658.000000,
6944527668.000000,
