0.000000,
100321161.000000,
210029742.000000,
309109732.000000,
410472996.000000,
511905460.000000,
615511459.000000,
736732425.000000,
810342697.000000,
940021250.000000,
1045331519.000000,
1145049960.000000,
1233582241.000000,
1351747583.000000,
1456373313.000000,
1570872830.000000,
1668836257.000000,
1764977442.000000,
1865872152.000000,
1974656747.000000,
2082510415.000000,
2185647902.000000,
2291568191.000000,
2406079974.000000,
2502871012.000000,
2628474103.000000,
2743571559.000000,
2837814579.000000,
2921445868.000000,
3031321469.000000,
3178546651.000000,
3277922838.000000,
3359519371.000000,
3479632274.000000,
3583781001.000000,
3686632016.000000,
3794580232.000000,
3921911871.000000,
4016342946.000000,
4118323917.000000,
4241766844.000000,
4352637241.000000,
4450480545.000000,
4593265833.000000,
4700445531.000000,
4813375415.000000,
4927359179.000000,
5005839118.000000,
5143147440.000000,
5237510742.000000,
5352420097.000000,
